Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,2650.00,01/06/2014,Cash or cash equivalent,131474662,,,ION US COA,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,390.00,12/15/2014,Cash or cash equivalent,131474666,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,250.00,11/17/2014,Cash or cash equivalent,131474310,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,3000.00,01/03/2014,Cash or cash equivalent,131474368,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1748,ST. LUKES METHODIST HOSPITAL,,,,,1026 A Ave NE,,Cedar Rapids,52402,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,2471.61,01/31/2014,Cash or cash equivalent,131464530,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,915.00,09/12/2014,Cash or cash equivalent,131474326,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,1185.00,04/21/2014,Cash or cash equivalent,131474348,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1748,ST. LUKES METHODIST HOSPITAL,,,,,1026 A Ave NE,,Cedar Rapids,52402,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,550.00,12/15/2014,Cash or cash equivalent,131464514,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,2250.00,01/03/2014,Cash or cash equivalent,131474366,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,330.00,01/03/2014,Cash or cash equivalent,131474370,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,31328.75,07/07/2014,Cash or cash equivalent,131463774,,,BRONCHIAL THERMOPLASTY IN SEVERE PERSISTENT ASTHMA  PAS2,,
Covered Recipient Teaching Hospital,1761,Univ of Iowa Hosp & Clinic,,,,,200 Hawkins Drive,,Iowa City,52242,,,"Dexcom, Inc.",100000010478,"Dexcom, Inc.",CA,23812.51,05/16/2014,Cash or cash equivalent,153798922,,,Spritz Peds Pre Piv,,
Covered Recipient Teaching Hospital,1761,Univ of Iowa Hosp & Clinic,,,,,200 Hawkins Drive,,Iowa City,52242,,,"Dexcom, Inc.",100000010478,"Dexcom, Inc.",CA,58723.58,11/06/2014,Cash or cash equivalent,153798926,,,Spritz Peds Pivotal,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,870.00,02/18/2014,Cash or cash equivalent,131474356,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1748,ST. LUKES METHODIST HOSPITAL,,,,,1026 A Ave NE,,Cedar Rapids,52402,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,550.00,09/12/2014,Cash or cash equivalent,131464518,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1748,ST. LUKES METHODIST HOSPITAL,,,,,1026 A Ave NE,,Cedar Rapids,52402,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,525.00,08/18/2014,Cash or cash equivalent,131464520,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1759,GENESIS MEDICAL CENTER,,,,,1227 E Rusholme St,,Davenport,52803,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,656.25,01/03/2014,Cash or cash equivalent,131472482,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,1095.00,10/03/2014,Cash or cash equivalent,131474324,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1748,ST. LUKES METHODIST HOSPITAL,,,,,1026 A Ave NE,,Cedar Rapids,52402,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,225.00,03/03/2014,Cash or cash equivalent,131464528,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,4425.00,11/17/2014,Cash or cash equivalent,131474312,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,585.00,07/03/2014,Cash or cash equivalent,131474338,,,LONGITUDINAL SURVEILLANCE REGISTRY OF 4 SITE,,
Covered Recipient Teaching Hospital,1759,GENESIS MEDICAL CENTER,,,,,1227 E Rusholme St,,Davenport,52803,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,500.00,04/04/2014,Cash or cash equivalent,131472476,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1748,ST. LUKES METHODIST HOSPITAL,,,,,1026 A Ave NE,,Cedar Rapids,52402,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,1075.00,06/02/2014,Cash or cash equivalent,131464524,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,360.00,06/16/2014,Cash or cash equivalent,131474660,,,ION US COA,,
Covered Recipient Teaching Hospital,1759,GENESIS MEDICAL CENTER,,,,,1227 E Rusholme St,,Davenport,52803,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,1625.00,01/31/2014,Cash or cash equivalent,131472480,,,MULTISENSOR CHRONIC EVALUATIONS IN AMBULATORY HEART FAILURE,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,2281.25,11/10/2014,Cash or cash equivalent,155697282,Xarelto,,"A  Randomized, Double blind, Event driven, Multicenter Study Comparing the Efficacy and Safety of Oral Rivaroxaban With Placebo For Reducing the Risk of Death , Myocardial Infarction or Stroke in Subjects with Chronic Heart Failure and Significant Coronary Artery Disease Following a Hospitalization for Exacerbation of Heart Failure.",,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,5174.00,11/06/2014,Cash or cash equivalent,155697284,Xarelto,,"A  Randomized, Double blind, Event driven, Multicenter Study Comparing the Efficacy and Safety of Oral Rivaroxaban With Placebo For Reducing the Risk of Death , Myocardial Infarction or Stroke in Subjects with Chronic Heart Failure and Significant Coronary Artery Disease Following a Hospitalization for Exacerbation of Heart Failure.",,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,69031.25,01/30/2014,Cash or cash equivalent,144327574,,,AZ Funnel Study,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,40.56,03/31/2014,In-kind items and services,144343972,BRILINTA,,Randomised double blind parallel group multicentre phase IIIb study to compare ticagrelor with clopidogrel treatment on the risk of cardiovascular death myocardial infarction and ischaemic stroke in patients with established Peripheral Artery Disease EUCLID Examining Use of tiCagreLor In paD,,
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,37310.00,01/22/2014,Cash or cash equivalent,144332108,BRILINTA,,Randomised double blind parallel group multicentre phase IIIb study to compare ticagrelor with clopidogrel treatment on the risk of cardiovascular death myocardial infarction and ischaemic stroke in patients with established Peripheral Artery Disease EUCLID Examining Use of tiCagreLor In paD,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,591.76,01/21/2014,Cash or cash equivalent,144334328,,,Phase II Trial to Evaluate the Efficacy of Fostamatinib in Patients with Relapsed or Refractory Diffuse Large B-Cell LymphomaDLBCL,,
Covered Recipient Teaching Hospital,1629,TRINITY BETTENDORF,,,,,4500 Utica Ridge Rd,,Bettendorf,52722,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,29740.00,01/22/2014,Cash or cash equivalent,144332034,BRILINTA,,Randomised double blind parallel group multicentre phase IIIb study to compare ticagrelor with clopidogrel treatment on the risk of cardiovascular death myocardial infarction and ischaemic stroke in patients with established Peripheral Artery Disease EUCLID Examining Use of tiCagreLor In paD,,
Covered Recipient Teaching Hospital,1629,TRINITY BETTENDORF,,,,,4500 Utica Ridge Rd,,Bettendorf,52722,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,34.03,03/31/2014,In-kind items and services,144343864,BRILINTA,,Randomised double blind parallel group multicentre phase IIIb study to compare ticagrelor with clopidogrel treatment on the risk of cardiovascular death myocardial infarction and ischaemic stroke in patients with established Peripheral Artery Disease EUCLID Examining Use of tiCagreLor In paD,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,3.41,03/31/2014,In-kind items and services,144343980,BRILINTA,,Randomised double blind parallel group multicentre phase IIIb study to compare ticagrelor with clopidogrel treatment on the risk of cardiovascular death myocardial infarction and ischaemic stroke in patients with established Peripheral Artery Disease EUCLID Examining Use of tiCagreLor In paD,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,4110.60,09/23/2014,Cash or cash equivalent,144329016,,,Effect of Vandetanib Therapy on Markers of Proliferation and Apoptosis in Primary Human Breast Cancer,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,3408.00,01/22/2014,Cash or cash equivalent,144332124,BRILINTA,,Randomised double blind parallel group multicentre phase IIIb study to compare ticagrelor with clopidogrel treatment on the risk of cardiovascular death myocardial infarction and ischaemic stroke in patients with established Peripheral Artery Disease EUCLID Examining Use of tiCagreLor In paD,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,2402.86,12/18/2014,Cash or cash equivalent,144338936,BRILINTA,,A Randomised Double Blind Multinational Study to Prevent Major Vascular Events with Ticagrelor Compared to Aspirin ASA in Patients with Acute Ischaemic Stroke or TIA,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,171.90,01/09/2014,In-kind items and services,155697294,,,A Long Term Prospective Observational Safety Study of the Incidence of and Risk Factors for Fibrosing Colonopathy in US Patients with Cystic Fibrosis Treated with Pancreatic Enzyme Replacement Therapy  A Harmonized Protocol Across Sponsors,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,16400.00,10/10/2014,Cash or cash equivalent,155697288,Daratumumab,,"54767414 MMY 3003  Phase 3 Study Comparing Daratumumab, Lenalidomide, and Dexamethasone  DRd  vs Lenalidomide and Dexamethasone  Rd  in Subjects With Relapsed or Refractory Multiple Myeloma",,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,7404.00,11/26/2014,Cash or cash equivalent,155697292,Daratumumab,,"54767414 MMY 3003  Phase 3 Study Comparing Daratumumab, Lenalidomide, and Dexamethasone  DRd  vs Lenalidomide and Dexamethasone  Rd  in Subjects With Relapsed or Refractory Multiple Myeloma",,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,2680.00,10/24/2014,Cash or cash equivalent,155697286,Daratumumab,,"54767414 MMY 3003  Phase 3 Study Comparing Daratumumab, Lenalidomide, and Dexamethasone  DRd  vs Lenalidomide and Dexamethasone  Rd  in Subjects With Relapsed or Refractory Multiple Myeloma",,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,171.90,01/09/2014,In-kind items and services,155697296,,,A Long Term Prospective Observational Safety Study of the Incidence of and Risk Factors for Fibrosing Colonopathy in US Patients with Cystic Fibrosis Treated with Pancreatic Enzyme Replacement Therapy  A Harmonized Protocol Across Sponsors,,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,"Janssen Research & Development, LLC",100000005592,"Janssen Research & Development, LLC",NJ,3801.00,11/13/2014,Cash or cash equivalent,155697290,Daratumumab,,"54767414 MMY 3003  Phase 3 Study Comparing Daratumumab, Lenalidomide, and Dexamethasone  DRd  vs Lenalidomide and Dexamethasone  Rd  in Subjects With Relapsed or Refractory Multiple Myeloma",,
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,1775.00,07/16/2014,Cash or cash equivalent,164071650,,,"An Open Label Assessment of Safety and Efficacy of Ruxolitinib, INCB018424, in Subjects With Primary Myelofibrosis, Post Essential Thrombocythemia-myelofibrosis and Post Polycythemia Vera-myelofibrosis Who Have Platelet Counts of 50 times 10 to the power of 9 per L to 100 times 10 to the power of 9 per L",,"The amount of this record may be associated with a payment or it may be associated with other transfers of value related to clinical trial research, including, but not limited to, service costs, supplies, equipment and rentals, investigator meeting costs, and support for medical writing services."
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,4629.79,12/18/2014,Cash or cash equivalent,164071682,,,"A Randomized, Open-Label, Phase 2 Study of the IDO Inhibitor INCB024360 Versus Tamoxifen for Subjects With Biochemical-Recurrent-Only Epithelial Ovarian Cancer, Primary Peritoneal Carcinoma, or Fallopian Tube Cancer Following Complete Remission With First-Line Chemotherapy",,"The amount of this record may be associated with a payment or it may be associated with other transfers of value related to clinical trial research, including, but not limited to, service costs, supplies, equipment and rentals, investigator meeting costs, and support for medical writing services."
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,01/01/2014,Cash or cash equivalent,164071576,,,"A Randomized, Double-blind, Placebo-controlled Study of the JAK Inhibitor INCB018424 Tablets Administered Orally to Subjects With Primary Myelofibrosis, Post-Polycythemia Vera Myelofibrosis or Post-Essential Thrombocythemia Myelofibrosis",,"The amount of this record may be associated with a payment or it may be associated with other transfers of value related to clinical trial research, including, but not limited to, service costs, supplies, equipment and rentals, investigator meeting costs, and support for medical writing services."
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,03/01/2014,Cash or cash equivalent,164071586,,,"A Randomized, Double-blind, Placebo-controlled Study of the JAK Inhibitor INCB018424 Tablets Administered Orally to Subjects With Primary Myelofibrosis, Post-Polycythemia Vera Myelofibrosis or Post-Essential Thrombocythemia Myelofibrosis",,"The amount of this record may be associated with a payment or it may be associated with other transfers of value related to clinical trial research, including, but not limited to, service costs, supplies, equipment and rentals, investigator meeting costs, and support for medical writing services."
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,973.75,04/15/2014,Cash or cash equivalent,164071598,,,"An Open-label Assessment of an Alternative Dosing Strategy of Ruxolitinib in Patients With Primary Myelofibrosis, Post-polycythemia Vera Myelofibrosis, and Post-essential Thrombocythemia Myelofibrosis",,"The amount of this record may be associated with a payment or it may be associated with other transfers of value related to clinical trial research, including, but not limited to, service costs, supplies, equipment and rentals, investigator meeting costs, and support for medical writing services."
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,08/01/2014,Cash or cash equivalent,164071652,,,"A Randomized, Double-blind, Placebo-controlled Study of the JAK Inhibitor INCB018424 Tablets Administered Orally to Subjects With Primary Myelofibrosis, Post-Polycythemia Vera Myelofibrosis or Post-Essential Thrombocythemia Myelofibrosis",,"The amount of this record may be associated with a payment or it may be associated with other transfers of value related to clinical trial research, including, but not limited to, service costs, supplies, equipment and rentals, investigator meeting costs, and support for medical writing services."
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,12/01/2014,Cash or cash equivalent,164071680,,,"A Randomized, Double-blind, Placebo-controlled Study of the JAK Inhibitor INCB018424 Tablets Administered Orally to Subjects With Primary Myelofibrosis, Post-Polycythemia Vera Myelofibrosis or Post-Essential Thrombocythemia Myelofibrosis",,"The amount of this record may be associated with a payment or it may be associated with other transfers of value related to clinical trial research, including, but not limited to, service costs, supplies, equipment and rentals, investigator meeting costs, and support for medical writing services."
